uid,proto,service,duration,orig_bytes,resp_bytes,conn_state,orig_pkts,resp_pkts,label,attack_type
C000417,tcp,ssl,5.7008,2500,5380,SF,5,4,0,benign
C000418,tcp,-,0.00316,0,0,REJ,1,0,1,portscan
C000419,tcp,-,0.00319,0,0,S0,1,0,1,portscan
C000420,tcp,http,1.4426,4744,77691,SF,8,29,0,benign
C000421,tcp,http,0.9478,2040,106524,SF,10,44,0,benign
C000422,tcp,http,0.7188,6052,8552,SF,17,4,0,benign
C000423,udp,-,0.00657,0,0,S0,2,0,1,ddos
C000424,tcp,ssh,2.9667,414,270,SF,6,5,1,bruteforce
C000425,tcp,-,0.00551,0,0,S0,1,0,1,portscan
C000426,tcp,-,0.01572,0,0,S0,2,0,1,ddos
C000427,tcp,-,4.069,5052,1547,SF,6,1,0,benign
C000428,tcp,-,0.00189,0,0,S0,1,0,1,portscan
C000429,tcp,ssh,2.2467,312,351,SF,6,9,1,bruteforce
C000430,tcp,ssl,7.4717,5688,4728,SF,12,3,0,benign
C000431,tcp,-,1.4105,1569,2240,SF,3,5,0,benign
C000432,tcp,ssl,5.2991,1810,8552,REJ,5,4,0,benign
C000433,tcp,ssl,2.1705,3091,21888,SF,11,12,0,benign
C000434,tcp,-,0.00158,0,0,S0,1,1,1,portscan
C000435,tcp,http,4.4837,3718,16828,SF,11,7,0,benign
C000436,tcp,http,1.5593,1148,46224,SF,7,16,0,benign
C000437,tcp,http,2.2788,4900,13905,REJ,7,9,0,benign
C000438,udp,dns,2.9677,5230,33014,REJ,10,17,0,benign
C000439,tcp,ssl,3.2581,3430,14544,SF,10,6,0,benign
C000440,tcp,-,5.4914,3505,40665,SF,5,15,0,benign
C000441,tcp,ssl,4.781,1278,6244,SF,6,14,0,benign
C000442,tcp,ftp,2.361,342,406,SF,6,7,1,bruteforce
C000443,tcp,ssl,1.6583,6296,26820,SF,8,12,0,benign
C000444,tcp,ssl,4.2108,9756,34450,SF,12,13,0,benign
C000445,udp,dns,10.276,1991,52982,SF,11,59,0,benign
C000446,icmp,-,19.0874,3129,11550,SF,7,6,0,benign
C000447,tcp,ssl,3.4704,3064,11632,SF,4,16,0,benign
C000448,tcp,http,4.29,455,21692,REJ,5,11,0,benign
C000449,tcp,ssl,1.52,2020,21987,SF,10,21,0,benign
C000450,udp,dns,2.2224,2888,23676,SF,4,12,0,benign
C000451,tcp,-,0.00811,0,0,S0,1,0,1,portscan
C000452,tcp,ssl,7.1713,1380,3796,SF,6,4,0,benign
C000453,tcp,-,0.03885,0,0,S0,2,0,1,ddos
C000454,tcp,ssl,0.6929,8371,11763,SF,11,9,0,benign
C000455,udp,dns,3.9106,660,23408,SF,6,8,0,benign
C000456,tcp,ssl,1.3016,2010,16260,S1,5,12,0,benign
C000457,tcp,-,0.01695,0,0,S0,1,0,1,ddos
C000458,tcp,ssl,3.6883,804,29777,SF,6,11,0,benign
C000459,tcp,http,1.7291,3630,6204,SF,6,3,0,benign
C000460,tcp,ssl,10.1726,16056,3429,SF,18,9,0,benign
C000461,tcp,-,0.00876,0,0,REJ,1,1,1,portscan
C000462,udp,dns,0.5508,4545,88872,SF,9,42,0,benign
C000463,tcp,-,0.03622,0,0,S0,2,0,1,ddos
C000464,tcp,-,0.00412,0,0,S0,1,0,1,portscan
C000465,tcp,-,0.00986,0,0,S0,1,0,1,portscan
C000466,tcp,-,0.00028,0,0,S0,1,0,1,portscan
C000467,udp,dns,6.4537,4625,32368,SF,5,17,0,benign
C000468,tcp,http,3.9742,3288,7056,SF,12,12,0,benign
C000469,tcp,ssl,4.1208,387,77616,SF,3,28,0,benign
C000470,tcp,ssl,6.2135,4000,5525,SF,8,5,0,benign
C000471,udp,dns,4.7151,5864,24704,SF,8,16,0,benign
C000472,tcp,ssl,2.2027,16346,14616,SF,22,7,0,benign
C000473,tcp,-,0.00712,0,0,REJ,1,0,1,portscan
C000474,tcp,http,2.5849,530,8928,SF,5,4,0,benign
C000475,tcp,ssl,7.9566,7092,8120,SF,9,8,0,benign
C000476,udp,dns,5.2928,6960,31080,SF,8,12,0,benign
C000477,tcp,-,0.00035,0,0,REJ,1,0,1,portscan
C000478,icmp,-,3.3335,3220,47443,SF,23,19,0,benign
C000479,tcp,http,0.8143,8556,10725,SF,23,11,0,benign
C000480,tcp,http,2.1618,13356,32006,SF,18,13,0,benign
C000481,tcp,ssl,4.2691,7128,4884,SF,8,3,0,benign
C000482,tcp,ssl,0.6666,447,17446,SF,3,13,0,benign
C000483,tcp,http,2.8725,6391,36330,SF,7,14,0,benign
C000484,tcp,ssh,15.2692,1760,22560,SF,4,8,0,benign
C000485,udp,dns,9.0196,6000,30400,REJ,10,38,0,benign
C000486,tcp,http,1.1667,6363,9090,SF,9,6,0,benign
C000487,tcp,ssl,0.5281,3960,5182,SF,6,2,0,benign
C000488,tcp,ssl,3.664,1606,23610,SF,11,10,0,benign
C000489,tcp,ssl,2.8643,648,20986,SF,4,14,0,benign
C000490,tcp,ssl,1.1869,4082,4224,SF,13,8,0,benign
C000491,tcp,-,0.00763,0,0,REJ,1,0,1,portscan
C000492,tcp,-,0.00999,0,0,S0,1,1,1,portscan
C000493,tcp,ssh,3.4458,553,385,SF,7,7,1,bruteforce
C000494,tcp,ssl,4.3378,5016,14150,SF,11,5,0,benign
C000495,icmp,-,5.481,2673,12156,SF,11,6,0,benign
C000496,tcp,-,0.02433,0,0,S0,2,0,1,ddos
C000497,tcp,ssl,3.9473,5992,47396,SF,8,17,0,benign
C000498,tcp,http,6.0068,4232,6184,SF,8,4,0,benign
C000499,udp,dns,2.872,2548,90636,RSTO,7,39,0,benign
C000500,tcp,ssl,1.0679,924,2346,SF,6,3,0,benign
C000501,tcp,http,2.3199,3808,2248,RSTO,4,8,0,benign
C000502,udp,-,0.00674,0,0,S0,1,0,1,ddos
C000503,tcp,-,0.01623,0,0,S0,2,0,1,ddos
C000504,udp,dns,1.3299,9000,6890,SF,10,10,0,benign
C000505,tcp,http,4.1826,6344,60312,SF,8,24,0,benign
C000506,tcp,-,5.7548,1080,78520,SF,3,40,0,benign
C000507,tcp,ssh,1.9914,322,343,SF,7,7,1,bruteforce
C000508,tcp,ssl,4.2678,310,22770,SF,5,18,0,benign
C000509,tcp,-,9.109,1152,15960,SF,9,7,0,benign
C000510,tcp,-,5.392,7826,16929,SF,13,33,0,benign
C000511,udp,dns,6.4231,2935,17829,SF,5,7,0,benign
C000512,tcp,-,0.00479,0,0,S0,1,0,1,portscan
C000513,tcp,-,0.00163,0,0,S0,2,0,1,ddos
C000514,icmp,-,1.0757,3568,27554,SF,8,23,0,benign
C000515,tcp,http,11.9761,2779,2235,SF,7,15,0,benign
C000516,tcp,ssl,2.7455,7875,24690,SF,9,10,0,benign
C000517,tcp,ssh,0.5831,5328,35037,SF,12,17,0,benign
C000518,udp,dns,3.5397,13022,9947,SF,17,29,0,benign
C000519,tcp,http,3.1188,3660,22792,SF,6,14,0,benign
C000520,tcp,ssl,22.4642,12506,21876,S1,13,12,0,benign
C000521,tcp,http,2.0969,6704,22528,SF,8,8,0,benign
C000522,tcp,-,1.3208,5130,20850,SF,9,10,0,benign
C000523,udp,dns,2.5972,9000,36881,SF,15,13,0,benign
C000524,tcp,ssh,6.1914,15632,12805,SF,16,13,0,benign
C000525,tcp,http,4.6489,7728,6724,SF,8,4,0,benign
C000526,tcp,ssl,2.6165,3227,9912,SF,7,7,0,benign
C000527,udp,-,0.0084,0,0,S0,2,0,1,ddos
C000528,udp,dns,1.0183,810,74520,SF,9,30,0,benign
C000529,udp,dns,3.5989,1176,9125,S1,4,5,0,benign
C000530,tcp,ssl,2.7034,14155,27390,SF,19,15,0,benign
C000531,tcp,-,0.00366,0,0,S0,2,0,1,ddos
C000532,tcp,-,6.129,1680,14275,REJ,4,5,0,benign
C000533,tcp,ftp,2.2013,459,198,SF,9,6,1,bruteforce
C000534,tcp,ssl,5.0624,4368,2814,SF,7,2,0,benign
C000535,tcp,-,0.00533,0,0,S0,1,0,1,portscan
C000536,tcp,-,0.0052,0,0,S0,1,1,1,portscan
C000537,tcp,ssl,1.8955,6474,13804,SF,13,7,0,benign
C000538,tcp,ssl,4.9804,3650,1731,S1,10,3,0,benign
C000539,tcp,-,0.00614,0,0,S0,1,0,1,portscan
C000540,tcp,-,0.00762,0,0,REJ,1,0,1,portscan
C000541,tcp,ssl,3.2702,4230,545,SF,5,5,0,benign
C000542,tcp,-,0.00102,0,0,REJ,1,0,1,portscan
C000543,tcp,-,2.5414,1674,4319,SF,3,7,0,benign
C000544,udp,-,0.01907,0,0,S0,1,0,1,ddos
C000545,tcp,ssh,3.4588,384,360,SF,8,9,1,bruteforce
C000546,tcp,http,1.2744,942,9108,SF,3,11,0,benign
C000547,tcp,-,0.00451,0,0,REJ,1,0,1,portscan
C000548,tcp,-,0.00111,0,0,REJ,1,0,1,portscan
C000549,udp,dns,7.1915,1708,3105,SF,4,3,0,benign
C000550,udp,dns,1.5957,760,11900,SF,4,7,0,benign
C000551,tcp,-,0.00708,0,0,S0,1,0,1,portscan
C000552,tcp,http,7.1584,5980,21888,SF,10,8,0,benign
C000553,tcp,http,5.8852,1585,2620,REJ,5,5,0,benign
C000554,tcp,-,0.00471,0,0,S0,1,0,1,portscan
C000555,tcp,-,0.01417,0,0,S0,1,0,1,ddos
C000556,udp,dns,3.9093,2401,46720,SF,7,40,0,benign
C000557,tcp,-,0.00761,0,0,REJ,1,0,1,portscan
C000558,tcp,-,0.00357,0,0,REJ,1,0,1,portscan
C000559,tcp,-,0.576,2040,10878,SF,8,7,0,benign
C000560,tcp,ssh,2.0958,715,186,SF,11,6,1,bruteforce
C000561,tcp,-,0.02827,0,0,S0,2,0,1,ddos
C000562,tcp,ssl,1.0756,9515,18205,SF,11,11,0,benign
C000563,tcp,ssh,2.5329,504,392,SF,9,8,1,bruteforce
C000564,tcp,ssh,2.8325,451,288,SF,11,9,1,bruteforce
C000565,tcp,ssl,5.9055,2640,9348,SF,5,6,0,benign
C000566,udp,dns,9.1591,2772,8964,SF,3,6,0,benign
C000567,tcp,ssl,2.5624,11609,2400,SF,19,12,0,benign
C000568,tcp,http,4.4369,1782,31109,SF,9,13,0,benign
C000569,tcp,http,6.7347,1875,9055,SF,5,5,0,benign
C000570,icmp,-,3.1157,6894,6762,SF,9,6,0,benign
C000571,tcp,-,0.0022,0,0,REJ,1,0,1,portscan
C000572,tcp,-,0.00677,0,0,REJ,1,1,1,portscan
C000573,tcp,http,7.6127,2877,28200,SF,7,24,0,benign
C000574,tcp,-,0.00697,0,0,S0,1,0,1,portscan
C000575,tcp,-,0.02274,0,0,S0,1,0,1,ddos
C000576,tcp,ssh,2.2377,504,378,SF,8,9,1,bruteforce
C000577,tcp,ftp,3.9375,315,280,SF,7,7,1,bruteforce
C000578,udp,dns,1.2166,2112,18200,SF,8,10,0,benign
C000579,tcp,ssh,2.013,530,440,SF,10,8,1,bruteforce
C000580,udp,dns,2.9083,4802,8127,SF,7,21,0,benign
C000581,tcp,http,3.4785,1393,7609,REJ,7,7,0,benign
C000582,tcp,-,0.02099,0,0,S0,2,0,1,ddos
C000583,icmp,-,3.2696,1208,7140,SF,2,15,0,benign
C000584,tcp,-,6.2014,3744,18193,SF,9,23,0,benign
C000585,tcp,ssl,2.3278,17046,9284,SF,18,11,0,benign
C000586,udp,dns,1.5411,1120,19214,SF,14,13,0,benign
C000587,udp,dns,9.9325,8307,7281,SF,13,9,0,benign
C000588,tcp,http,0.879,5032,22407,SF,34,21,0,benign
C000589,tcp,ssl,0.6105,3888,2277,S1,16,3,0,benign
C000590,tcp,-,7.9506,7722,4371,SF,9,3,0,benign
C000591,tcp,ssl,2.421,1676,3270,SF,4,5,0,benign
C000592,udp,dns,2.4892,15936,15330,SF,24,7,0,benign
C000593,tcp,ssh,2.5711,459,322,SF,9,7,1,bruteforce
C000594,tcp,ssl,1.1702,4785,7875,SF,5,7,0,benign
C000595,tcp,ssh,3.1625,468,304,SF,9,8,1,bruteforce
C000596,tcp,ssl,4.6657,6798,21720,SF,11,10,0,benign
C000597,tcp,-,5.5742,7410,12656,SF,19,8,0,benign
C000598,udp,dns,6.7556,462,16480,SF,7,10,0,benign
C000599,udp,dns,7.9239,4464,1911,SF,12,3,0,benign
C000600,tcp,http,1.5698,11130,12069,SF,21,9,0,benign
C000601,tcp,http,7.1098,1616,8892,SF,8,13,0,benign
C000602,tcp,ssh,1.8037,500,288,SF,10,8,1,bruteforce
C000603,tcp,ssl,6.8253,4344,27665,SF,6,11,0,benign
C000604,tcp,ssl,4.9845,4956,17508,SF,6,6,0,benign
C000605,tcp,ssl,1.9968,3300,27274,SF,10,13,0,benign
C000606,udp,dns,2.898,420,7620,SF,4,3,0,benign
C000607,tcp,-,0.03858,0,0,S0,1,0,1,ddos
C000608,tcp,ssh,2.6194,504,240,SF,9,6,1,bruteforce
C000609,tcp,-,0.00912,0,0,S0,1,0,1,ddos
C000610,tcp,ssl,5.3472,1698,27885,SF,6,15,0,benign
C000611,tcp,-,11.6874,17993,8086,SF,19,13,0,benign
C000612,tcp,http,6.7478,968,12038,SF,4,26,0,benign
C000613,tcp,ssl,1.6703,6256,15512,REJ,8,7,0,benign
C000614,udp,dns,0.3518,7000,36870,SF,10,30,0,benign
C000615,tcp,http,0.9803,14070,11081,SF,21,7,0,benign
C000616,tcp,http,4.2902,1977,3136,SF,3,16,0,benign
C000617,tcp,ssl,1.4885,5150,3654,SF,10,18,0,benign
C000618,tcp,ssl,1.8958,10680,19134,SF,15,9,0,benign
C000619,tcp,ssl,11.6443,5299,62951,SF,7,23,0,benign
C000620,tcp,ssl,2.5578,12672,40176,SF,24,27,0,benign
C000621,tcp,ssl,7.3608,4255,2580,SF,5,4,0,benign
C000622,tcp,-,0.00292,0,0,REJ,1,1,1,portscan
C000623,tcp,ssl,5.0518,4445,25428,SF,7,12,0,benign
C000624,tcp,http,1.3836,4632,34880,SF,12,20,0,benign
C000625,tcp,-,0.00791,0,0,S0,1,0,1,portscan
C000626,tcp,ssl,1.7831,590,5020,SF,5,20,0,benign
C000627,tcp,ssl,9.1076,3222,18390,SF,6,15,0,benign
C000628,tcp,http,4.9184,5628,88256,SF,6,32,0,benign
C000629,tcp,http,4.0619,1930,25416,SF,10,9,0,benign
C000630,tcp,http,2.1976,3942,90100,SF,6,50,0,benign
C000631,icmp,-,6.0992,2469,15561,SF,3,13,0,benign
C000632,tcp,-,0.02755,0,0,S0,2,0,1,ddos
C000633,tcp,ssl,6.051,4367,26160,RSTO,11,24,0,benign
C000634,tcp,ftp,1.6399,354,441,SF,6,9,1,bruteforce
C000635,tcp,-,0.00424,0,0,S0,1,1,1,portscan
C000636,udp,dns,4.4098,3160,14805,SF,10,35,0,benign
C000637,udp,dns,1.4075,1432,3324,SF,8,12,0,benign
C000638,udp,dns,1.9399,504,5440,SF,3,5,0,benign
C000639,tcp,ssl,3.3904,4584,38992,S1,8,16,0,benign
C000640,tcp,-,1.5486,819,2940,SF,7,3,0,benign
C000641,tcp,ssl,1.3619,10230,18198,REJ,15,9,0,benign
C000642,tcp,-,0.00085,0,0,S0,1,1,1,portscan
C000643,tcp,ssl,5.0942,3276,3150,SF,7,7,0,benign
C000644,tcp,-,5.3336,20615,43200,RSTO,31,24,0,benign
C000645,tcp,-,0.04812,0,0,S0,1,0,1,ddos
C000646,tcp,-,0.00775,0,0,S0,1,0,1,portscan
C000647,tcp,http,5.407,1881,14310,SF,9,6,0,benign
C000648,udp,dns,5.3414,2580,6986,SF,5,7,0,benign
C000649,tcp,http,14.7659,4202,15099,SF,11,7,0,benign
C000650,udp,dns,4.1177,4081,25575,SF,7,15,0,benign
C000651,tcp,-,0.00194,0,0,S0,1,0,1,portscan
C000652,tcp,http,2.4617,4674,4866,SF,6,3,0,benign
C000653,udp,dns,15.7248,1360,26740,SF,8,10,0,benign
C000654,tcp,ssh,2.5387,639,371,SF,9,7,1,bruteforce
C000655,tcp,ssh,3.7767,590,255,SF,10,5,1,bruteforce
C000656,tcp,http,4.8478,2000,5296,SF,5,8,0,benign
C000657,tcp,-,0.00151,0,0,REJ,1,0,1,portscan
C000658,tcp,-,0.01234,0,0,S0,1,0,1,ddos
C000659,icmp,-,13.9962,564,11410,SF,4,5,0,benign
C000660,tcp,http,2.984,1742,970,SF,13,2,0,benign
C000661,tcp,http,3.4602,1011,5520,SF,3,5,0,benign
C000662,tcp,http,1.0539,5010,4070,SF,10,11,0,benign
C000663,tcp,-,4.6768,12855,5152,SF,15,14,0,benign
C000664,udp,dns,1.5833,4598,10640,SF,11,20,0,benign
C000665,tcp,http,1.6936,7055,2298,SF,17,2,0,benign
C000666,tcp,-,0.01844,0,0,S0,1,0,1,ddos
C000667,tcp,http,5.2084,3066,2982,RSTO,7,3,0,benign
C000668,tcp,http,2.4243,2560,33026,SF,5,14,0,benign
C000669,tcp,http,6.3178,2772,2800,SF,9,10,0,benign
C000670,tcp,-,0.00981,0,0,S0,1,0,1,portscan
C000671,tcp,-,0.00122,0,0,S0,1,0,1,portscan
C000672,tcp,-,0.0496,0,0,S0,2,0,1,ddos
C000673,tcp,ssl,5.8948,5200,62436,SF,8,22,0,benign
C000674,tcp,-,0.00939,0,0,S0,1,1,1,portscan
C000675,tcp,-,0.0005,0,0,REJ,1,0,1,portscan
C000676,udp,dns,3.7649,8304,3115,SF,12,7,0,benign
C000677,tcp,ssl,3.6133,11670,90552,SF,15,33,0,benign
C000678,udp,dns,1.101,445,32436,SF,5,18,0,benign
C000679,tcp,http,4.9495,11940,63687,SF,12,23,0,benign
C000680,tcp,http,0.7688,1688,29854,S1,4,11,0,benign
C000681,tcp,http,5.5237,2745,33292,SF,5,14,0,benign
C000682,tcp,http,0.8994,7983,24370,SF,9,10,0,benign
C000683,udp,dns,0.5781,789,28548,SF,3,39,0,benign
C000684,tcp,ssl,1.6284,10608,39006,SF,12,18,0,benign
C000685,tcp,-,0.00491,0,0,REJ,1,0,1,portscan
C000686,tcp,ssl,2.6309,9500,9610,SF,10,5,0,benign
C000687,tcp,ssl,3.9321,5152,34905,SF,14,13,0,benign
C000688,tcp,-,0.00756,0,0,S0,1,0,1,portscan
C000689,udp,dns,1.475,1092,33264,SF,14,12,0,benign
C000690,tcp,-,0.00376,0,0,S0,1,0,1,portscan
C000691,tcp,ssl,6.9473,8424,11688,SF,13,8,0,benign
C000692,udp,dns,1.1024,14265,61536,SF,15,32,0,benign
C000693,udp,-,0.03302,0,0,S0,1,0,1,ddos
C000694,tcp,ftp,3.705,682,405,SF,11,9,1,bruteforce
C000695,tcp,http,2.7098,2154,3280,SF,6,4,0,benign
C000696,udp,dns,2.7357,9911,4041,SF,11,9,0,benign
C000697,tcp,ssh,2.1541,1305,30870,SF,9,14,0,benign
C000698,tcp,-,0.00392,0,0,S0,1,1,1,portscan
C000699,tcp,ssl,1.456,5784,12535,SF,8,5,0,benign
C000700,tcp,http,6.6173,498,8502,SF,6,6,0,benign
C000701,tcp,-,0.00033,0,0,S0,1,1,1,portscan
C000702,udp,-,0.02812,0,0,S0,1,0,1,ddos
C000703,tcp,-,0.00494,0,0,S0,1,1,1,portscan
C000704,tcp,ssl,5.3225,954,8425,SF,3,5,0,benign
C000705,tcp,-,5e-05,0,0,REJ,1,0,1,portscan
C000706,tcp,ssl,1.9984,2388,6172,REJ,6,4,0,benign
C000707,tcp,ssl,6.7736,3040,33054,SF,20,14,0,benign
C000708,tcp,ssl,4.8374,6925,39690,RSTO,25,14,0,benign
C000709,tcp,-,0.00525,0,0,S0,2,0,1,ddos
C000710,tcp,-,0.00715,0,0,S0,1,0,1,portscan
C000711,tcp,http,44.3499,12038,17400,SF,13,15,0,benign
C000712,tcp,-,0.03728,0,0,S0,1,0,1,ddos
C000713,tcp,ssl,1.2711,5824,19965,SF,16,11,0,benign
C000714,tcp,-,0.03547,0,0,S0,2,0,1,ddos
C000715,tcp,-,0.04523,0,0,S0,1,0,1,ddos
C000716,tcp,http,6.9288,1880,11097,SF,8,9,0,benign
C000717,tcp,ssl,3.5586,4956,22644,SF,6,17,0,benign
C000718,udp,-,0.03647,0,0,S0,2,0,1,ddos
C000719,tcp,ssh,1.2634,276,312,SF,6,8,1,bruteforce
C000720,tcp,-,0.00862,0,0,S0,1,1,1,portscan
C000721,tcp,-,6.4198,760,8288,SF,5,8,0,benign
C000722,tcp,http,13.1858,3624,17500,SF,8,25,0,benign
C000723,tcp,ssl,1.6055,2015,52416,SF,5,28,0,benign
C000724,tcp,ftp,3.8237,638,245,SF,11,5,1,bruteforce
C000725,tcp,http,1.3376,6023,9670,SF,19,10,0,benign
C000726,tcp,-,0.01348,0,0,S0,2,0,1,ddos
C000727,tcp,http,7.896,510,11058,SF,2,38,0,benign
C000728,tcp,ssl,5.2539,1280,40320,SF,16,14,0,benign
C000729,tcp,ssl,0.9744,8960,4316,SF,10,4,0,benign
C000730,tcp,ftp,3.4789,650,288,SF,10,9,1,bruteforce
C000731,tcp,-,0.0021,0,0,S0,2,0,1,ddos
C000732,tcp,http,1.5855,6237,27626,SF,9,19,0,benign
C000733,tcp,-,0.00521,0,0,S0,1,0,1,portscan
C000734,tcp,ssl,14.6981,1815,10197,SF,3,9,0,benign
C000735,tcp,ssh,10.4478,1376,74520,SF,4,36,0,benign
C000736,tcp,-,1.2659,3365,6216,SF,5,6,0,benign
C000737,tcp,ssl,0.5148,1920,39456,SF,4,16,0,benign
C000738,tcp,ssl,5.6778,568,42882,SF,2,21,0,benign
C000739,tcp,-,0.00906,0,0,S0,1,0,1,portscan
C000740,tcp,-,4.5002,7280,12597,SF,14,13,0,benign
C000741,tcp,http,2.5368,945,21944,SF,5,8,0,benign
C000742,tcp,http,4.747,5010,30272,SF,6,11,0,benign
C000743,udp,dns,4.0406,8568,10220,SF,9,7,0,benign
C000744,tcp,ssl,3.468,9074,25256,SF,13,14,0,benign
C000745,udp,dns,12.2765,11172,18396,SF,28,7,0,benign
C000746,tcp,ssl,3.0786,2448,10776,SF,4,6,0,benign
C000747,tcp,http,3.006,3410,16416,SF,5,9,0,benign
C000748,tcp,-,3.2007,7600,26109,S1,10,9,0,benign
C000749,tcp,-,0.00269,0,0,S0,1,1,1,portscan
C000750,tcp,-,0.00264,0,0,REJ,1,0,1,portscan
C000751,tcp,-,5.5601,726,9536,SF,6,8,0,benign
C000752,udp,dns,24.0679,3552,1518,SF,4,2,0,benign
C000753,tcp,ftp,3.0688,497,296,SF,7,8,1,bruteforce
C000754,tcp,http,2.3048,7956,14576,SF,9,8,0,benign
C000755,tcp,ssl,10.7962,2240,446,SF,10,2,0,benign
C000756,tcp,ssl,4.8426,549,3172,SF,3,4,0,benign
C000757,tcp,http,1.0093,7020,23728,SF,10,8,0,benign
C000758,tcp,http,5.8476,3830,35037,SF,5,17,0,benign
C000759,tcp,-,0.00244,0,0,S0,1,0,1,portscan
C000760,udp,dns,7.0392,3384,4230,SF,4,30,0,benign
C000761,tcp,http,2.9086,2541,15633,SF,7,9,0,benign
C000762,udp,dns,6.4417,10150,81567,SF,14,53,0,benign
C000763,tcp,http,4.0711,5130,9248,SF,18,16,0,benign
C000764,tcp,ssl,2.0342,10472,8416,SF,11,8,0,benign
C000765,tcp,-,0.00741,0,0,S0,1,1,1,portscan
C000766,tcp,http,7.1817,8760,11828,SF,10,4,0,benign
C000767,tcp,-,0.03918,0,0,S0,2,0,1,ddos
C000768,tcp,ssl,3.5151,2400,28420,SF,3,10,0,benign
C000769,tcp,ssl,2.3351,1542,8680,SF,3,8,0,benign
C000770,tcp,ftp,3.2206,328,288,SF,8,8,1,bruteforce
C000771,udp,dns,2.258,3424,11260,REJ,8,20,0,benign
C000772,tcp,-,0.00754,0,0,REJ,1,0,1,portscan
C000773,tcp,ssl,1.1711,9440,9360,SF,16,8,0,benign
C000774,tcp,http,2.0507,2391,13660,SF,3,20,0,benign
C000775,tcp,ssl,3.1445,20328,22264,SF,24,46,0,benign
C000776,tcp,ssl,2.1883,10153,7788,SF,11,4,0,benign
C000777,udp,dns,11.9191,6279,2961,REJ,13,7,0,benign
C000778,tcp,-,0.00625,0,0,S0,1,1,1,portscan
C000779,tcp,-,0.00355,0,0,S0,1,0,1,ddos
C000780,tcp,ssl,10.0235,4200,17311,SF,5,7,0,benign
C000781,tcp,-,0.00614,0,0,S0,2,0,1,ddos
C000782,tcp,ssh,1.4142,357,235,SF,7,5,1,bruteforce
C000783,tcp,-,1.359,4400,8016,S1,11,3,0,benign
C000784,tcp,ssh,2.34,315,399,SF,7,7,1,bruteforce
C000785,tcp,http,4.5932,3384,10521,SF,12,7,0,benign
C000786,tcp,-,0.00763,0,0,REJ,1,1,1,portscan
C000787,tcp,http,3.3647,7046,12194,REJ,13,13,0,benign
C000788,udp,dns,7.8312,12880,7090,REJ,16,5,0,benign
C000789,udp,dns,3.1118,2562,30446,SF,14,13,0,benign
C000790,tcp,-,0.03977,0,0,S0,1,0,1,ddos
C000791,tcp,-,0.00691,0,0,S0,1,0,1,portscan
C000792,tcp,-,0.00117,0,0,S0,1,0,1,portscan
C000793,tcp,ssl,6.3439,3060,5736,SF,9,3,0,benign
C000794,tcp,http,2.4078,3038,73315,SF,7,43,0,benign
C000795,tcp,http,0.8508,3996,5208,SF,4,4,0,benign
C000796,tcp,-,0.00944,0,0,S0,2,0,1,ddos
C000797,tcp,-,0.00214,0,0,REJ,1,0,1,portscan
C000798,tcp,ssl,7.813,1776,23208,SF,8,12,0,benign
C000799,tcp,-,3.9246,1372,22506,SF,7,11,0,benign
C000800,tcp,ssl,2.0877,4906,35476,SF,11,14,0,benign
C000801,tcp,-,0.00343,0,0,S0,1,0,1,portscan
C000802,tcp,-,0.0143,0,0,S0,2,0,1,ddos
C000803,udp,dns,3.1082,7080,9448,SF,12,4,0,benign
C000804,tcp,-,21.0779,2088,10600,SF,6,20,0,benign
C000805,tcp,http,2.2083,1365,101557,SF,7,41,0,benign
C000806,tcp,http,4.0879,7551,6146,SF,9,14,0,benign
C000807,udp,-,0.02884,0,0,S0,2,0,1,ddos
C000808,udp,dns,8.4775,7542,48724,SF,9,26,0,benign
C000809,tcp,ssl,5.439,3213,5202,SF,9,3,0,benign
C000810,tcp,http,2.689,4788,3792,SF,7,12,0,benign
C000811,tcp,http,4.5499,10514,26604,SF,14,9,0,benign
C000812,tcp,-,2.7642,8650,75051,S1,10,31,0,benign
C000813,tcp,-,0.00883,0,0,S0,1,0,1,portscan
C000814,tcp,ftp,1.5121,462,405,SF,6,9,1,bruteforce
C000815,tcp,http,12.6745,11676,8424,SF,12,18,0,benign
C000816,tcp,-,1.934,3912,21352,SF,4,8,0,benign
C000817,tcp,http,1.8987,5000,9618,REJ,10,6,0,benign
C000818,tcp,ssh,3.9056,648,357,SF,9,7,1,bruteforce
C000819,tcp,ssl,5.7923,1435,26676,SF,5,39,0,benign
C000820,tcp,http,7.2013,1665,8515,SF,5,13,0,benign
C000821,tcp,-,3.4752,980,980,SF,10,7,0,benign
C000822,tcp,-,0.00607,0,0,S0,1,0,1,portscan
C000823,tcp,http,3.7298,885,7763,SF,5,7,0,benign
C000824,udp,dns,2.6394,972,2576,SF,3,7,0,benign
C000825,tcp,ssh,3.8595,308,424,SF,7,8,1,bruteforce
C000826,tcp,http,15.232,7744,39585,SF,8,29,0,benign
C000827,tcp,http,1.1843,2484,14940,SF,6,6,0,benign
C000828,udp,dns,3.4115,2040,7616,SF,6,17,0,benign
C000829,tcp,ftp,1.9543,406,304,SF,7,8,1,bruteforce
C000830,tcp,-,0.01501,0,0,S0,2,0,1,ddos
C000831,udp,dns,4.6021,17259,3784,SF,33,4,0,benign
C000832,tcp,ssh,1.5044,3056,909,S1,8,9,0,benign
C000833,tcp,ssl,16.5494,3280,384,SF,16,3,0,benign
